date,channel,campaign_name,impressions,clicks,conversions,spend,revenue
2023-06-21,Social,Influencer_Collab,10939,130,3,182.48,269.73
2023-06-21,Display,Lookalike_Audience,12047,52,0,16.78,0.0
2023-06-25,Display,Banner_Homepage,10896,46,0,13.24,0.0
2023-06-25,Email,Promo_Flash_Sale,1525,73,8,30.3,837.51
2023-06-25,Search,Long_Tail_Queries,863,76,4,163.66,324.96
2023-06-25,Social,Retargeting_TikTok,7479,64,2,85.44,58.7
2023-06-28,Display,Remarketing_Cart,14637,68,1,18.69,62.49
2023-06-28,Social,Brand_Awareness_FB,6887,90,3,129.54,150.07
2023-06-28,Email,Re-engagement_Win-back,2845,99,7,50.72,404.05
2023-06-28,Search,Product_Category,1291,110,12,229.66,1322.89
2023-07-01,Social,Influencer_Collab,5639,93,1,128.75,33.22
2023-07-01,Email,Onboarding_Drip,1734,42,2,17.97,247.59
2023-07-01,Display,Remarketing_Cart,9014,36,0,12.22,0.0
2023-07-01,Search,Long_Tail_Queries,934,73,11,151.38,1612.02
2023-07-05,Social,Retargeting_TikTok,7339,119,4,162.56,225.3
2023-07-05,Email,Promo_Flash_Sale,2430,110,11,55.4,693.17
2023-07-05,Search,Competitor_Terms,1002,54,6,135.14,276.48
2023-07-05,Display,Banner_Homepage,10386,45,0,12.62,0.0
2023-07-08,Social,Influencer_Collab,5583,73,1,103.6,85.37
2023-07-08,Display,Lookalike_Audience,7938,37,0,12.7,0.0
2023-07-08,Email,Newsletter_Weekly,1219,47,4,24.92,483.48
2023-07-08,Search,Competitor_Terms,785,33,2,80.51,171.06
2023-07-11,Display,Contextual_Targeting,15983,64,1,17.01,69.11
2023-07-11,Email,Re-engagement_Win-back,2108,71,4,31.92,148.41
2023-07-11,Search,Brand_Keywords,1026,48,8,118.41,1079.08
2023-07-11,Social,Retargeting_TikTok,9605,107,4,149.06,506.74
2023-07-15,Social,Influencer_Collab,4984,55,1,57.94,94.15
2023-07-15,Email,Re-engagement_Win-back,1417,30,1,12.8,58.06
2023-07-15,Search,Long_Tail_Queries,1004,53,9,142.06,358.66
2023-07-15,Display,Contextual_Targeting,8012,44,0,12.49,0.0
2023-07-18,Display,Remarketing_Cart,12831,63,1,20.32,28.33
2023-07-18,Social,Retargeting_TikTok,6848,89,1,127.76,117.41
2023-07-18,Search,Long_Tail_Queries,3677,168,9,205.03,759.25
2023-07-18,Email,Promo_Flash_Sale,1665,41,2,20.28,164.25
2023-07-21,Display,Contextual_Targeting,12179,51,1,15.17,72.1
2023-07-21,Social,Product_Launch_IG,5412,88,1,85.28,64.21
2023-07-21,Email,Promo_Flash_Sale,2371,61,5,31.96,650.73
2023-07-21,Search,Competitor_Terms,1139,90,15,258.55,1754.69
2023-07-24,Search,Product_Category,1332,99,11,245.5,1045.67
2023-07-24,Display,Remarketing_Cart,10358,43,0,14.94,0.0
2023-07-24,Social,Retargeting_TikTok,6048,57,1,60.87,146.61
2023-07-24,Email,Re-engagement_Win-back,2287,91,9,48.79,1129.11
2023-07-27,Social,Product_Launch_IG,6002,74,3,95.77,126.48
2023-07-27,Display,Contextual_Targeting,8891,43,0,13.16,0.0
2023-07-27,Email,Promo_Flash_Sale,1590,75,3,43.86,320.99
2023-07-27,Search,Long_Tail_Queries,988,72,8,189.93,252.49
2023-07-31,Social,Product_Launch_IG,7312,103,4,144.03,187.53
2023-07-31,Email,Promo_Flash_Sale,2342,98,6,44.79,194.37
2023-07-31,Display,Contextual_Targeting,14048,34,0,8.6,0.0
2023-07-31,Search,Product_Category,1444,59,9,164.49,434.6
2023-08-04,Display,Banner_Homepage,14156,34,0,9.98,0.0
2023-08-04,Email,Onboarding_Drip,2547,86,4,36.34,181.25
2023-08-04,Search,Product_Category,1342,88,6,234.89,288.59
2023-08-04,Social,Influencer_Collab,7933,58,1,63.89,109.3
2023-08-07,Search,Competitor_Terms,874,68,9,164.28,842.89
2023-08-07,Display,Lookalike_Audience,12781,58,0,19.4,0.0
2023-08-07,Social,Influencer_Collab,7691,102,4,115.91,210.42
2023-08-07,Email,Onboarding_Drip,2262,91,4,38.55,253.4
2023-08-10,Email,Promo_Flash_Sale,2548,61,6,35.42,301.62
2023-08-10,Social,Influencer_Collab,6093,74,1,78.34,97.89
2023-08-10,Display,Lookalike_Audience,12326,45,0,14.83,0.0
2023-08-10,Search,Product_Category,1288,80,9,196.54,289.95
2023-08-13,Search,Competitor_Terms,725,62,6,128.98,873.11
2023-08-13,Social,Influencer_Collab,5434,79,3,100.33,232.64
2023-08-13,Email,Promo_Flash_Sale,1438,32,3,19.11,252.03
2023-08-13,Display,Remarketing_Cart,8177,28,0,8.53,0.0
2023-08-16,Search,Long_Tail_Queries,1125,98,16,219.59,534.58
2023-08-16,Email,Promo_Flash_Sale,2276,110,8,59.82,624.13
2023-08-16,Display,Remarketing_Cart,11142,51,0,16.77,0.0
2023-08-16,Social,Influencer_Collab,5581,58,1,81.78,115.63
2023-08-19,Email,Onboarding_Drip,1065,51,2,29.75,194.03
2023-08-19,Display,Remarketing_Cart,8102,30,0,7.86,0.0
2023-08-19,Search,Product_Category,779,47,5,139.7,713.49
2023-08-19,Social,Product_Launch_IG,3815,59,2,71.4,153.39
2023-08-22,Social,Product_Launch_IG,5941,57,1,56.88,81.22
2023-08-22,Search,Competitor_Terms,744,43,5,87.7,170.49
2023-08-22,Email,Promo_Flash_Sale,2320,58,4,23.87,306.34
2023-08-22,Display,Banner_Homepage,10062,52,0,18.45,0.0
2023-08-26,Social,Brand_Awareness_FB,4050,49,1,53.19,89.1
2023-08-26,Display,Contextual_Targeting,7241,22,0,5.97,0.0
2023-08-26,Email,Onboarding_Drip,1634,66,6,31.64,329.5
2023-08-26,Search,Brand_Keywords,824,63,9,146.17,453.52
2023-08-29,Display,Banner_Homepage,26937,131,0,16.91,0.0
2023-08-29,Search,Brand_Keywords,786,60,7,175.01,649.37
2023-08-29,Email,Onboarding_Drip,1456,44,3,24.93,262.24
2023-08-29,Social,Retargeting_TikTok,5240,79,3,100.17,258.97
2023-09-02,Email,Re-engagement_Win-back,889,31,2,16.23,216.69
2023-09-02,Social,Retargeting_TikTok,4605,33,1,38.2,27.09
2023-09-02,Display,Banner_Homepage,6824,21,0,5.68,0.0
2023-09-02,Search,Brand_Keywords,477,38,5,106.63,693.61
2023-09-05,Display,Lookalike_Audience,11702,62,0,21.59,0.0
2023-09-05,Email,Newsletter_Weekly,2262,76,4,41.0,249.99
2023-09-05,Social,Brand_Awareness_FB,6458,99,3,99.48,217.22
2023-09-05,Search,Brand_Keywords,1023,77,5,219.09,528.07
2023-09-08,Email,Onboarding_Drip,2192,88,5,44.76,536.32
2023-09-08,Search,Competitor_Terms,743,38,6,90.79,822.39
2023-09-08,Display,Remarketing_Cart,10943,50,0,16.47,0.0
2023-09-08,Social,Retargeting_TikTok,4131,37,0,50.1,0.0
2023-09-11,Search,Competitor_Terms,689,49,7,132.94,246.78
2023-09-11,Display,Lookalike_Audience,10502,35,0,8.42,0.0
2023-09-11,Social,Influencer_Collab,6715,77,1,94.36,71.93
2023-09-11,Email,Onboarding_Drip,1557,66,7,31.64,851.86
2023-09-14,Social,Brand_Awareness_FB,5841,75,2,103.09,53.09
2023-09-14,Display,Contextual_Targeting,7090,23,0,5.69,0.0
2023-09-14,Email,Onboarding_Drip,1322,34,2,17.37,152.01
2023-09-14,Search,Competitor_Terms,1027,69,12,154.75,1081.66
2023-09-17,Display,Remarketing_Cart,6170,18,0,5.01,0.0
2023-09-17,Email,Promo_Flash_Sale,1074,50,4,24.96,408.33
2023-09-17,Social,Retargeting_TikTok,3447,56,1,70.43,125.51
2023-09-17,Search,Competitor_Terms,598,48,6,124.53,375.33
2023-09-20,Search,Product_Category,1056,44,7,122.98,763.86
2023-09-20,Display,Contextual_Targeting,7445,33,0,11.04,0.0
2023-09-20,Social,Retargeting_TikTok,6106,76,3,89.8,340.64
2023-09-20,Email,Promo_Flash_Sale,1528,67,4,28.33,381.93
2023-09-24,Search,Competitor_Terms,776,43,6,90.56,223.95
2023-09-24,Email,Newsletter_Weekly,1160,54,5,26.12,147.98
2023-09-24,Social,Influencer_Collab,2901,27,0,28.08,0.0
2023-09-24,Display,Banner_Homepage,5867,21,0,6.52,0.0
2023-09-28,Display,Contextual_Targeting,10731,51,0,15.62,0.0
2023-09-28,Social,Influencer_Collab,4829,71,2,80.03,74.41
2023-09-28,Email,Onboarding_Drip,1219,39,4,16.51,570.34
2023-09-28,Search,Competitor_Terms,760,41,6,86.72,786.89
2023-10-02,Social,Brand_Awareness_FB,5098,57,0,60.6,0.0
2023-10-02,Display,Contextual_Targeting,8551,38,0,11.91,0.0
2023-10-02,Search,Long_Tail_Queries,880,70,8,165.61,397.07
2023-10-02,Email,Promo_Flash_Sale,1858,71,3,37.73,223.34
2023-10-06,Display,Banner_Homepage,8254,23,0,6.76,0.0
2023-10-06,Social,Influencer_Collab,4377,36,0,37.0,0.0
2023-10-06,Search,Competitor_Terms,792,50,6,145.96,848.02
2023-10-06,Email,Newsletter_Weekly,1850,75,4,39.22,142.38
2023-10-10,Email,Re-engagement_Win-back,1204,52,6,26.06,521.23
2023-10-10,Social,Brand_Awareness_FB,5782,66,1,81.27,124.49
2023-10-10,Search,Brand_Keywords,710,47,3,115.49,353.44
2023-10-10,Display,Contextual_Targeting,8574,27,0,9.69,0.0
2023-10-14,Search,Competitor_Terms,676,47,4,127.41,416.39
2023-10-14,Email,Re-engagement_Win-back,1382,32,3,17.61,186.64
2023-10-14,Social,Product_Launch_IG,3055,47,0,64.64,0.0
2023-10-14,Display,Remarketing_Cart,6673,33,0,10.18,0.0
2023-10-17,Social,Product_Launch_IG,3953,56,1,55.35,59.67
2023-10-17,Search,Product_Category,687,52,8,143.6,876.23
2023-10-17,Display,Lookalike_Audience,8716,31,0,10.4,0.0
2023-10-17,Email,Newsletter_Weekly,1954,57,4,33.66,357.21
2023-10-20,Display,Contextual_Targeting,38801,103,0,15.13,0.0
2023-10-20,Email,Re-engagement_Win-back,1469,50,4,28.69,523.58
2023-10-20,Social,Product_Launch_IG,5444,75,3,100.64,224.14
2023-10-20,Search,Product_Category,803,44,4,112.08,165.3
2023-10-23,Email,Onboarding_Drip,1950,64,7,37.24,946.88
2023-10-23,Search,Brand_Keywords,911,71,7,148.48,258.29
2023-10-23,Social,Retargeting_TikTok,3794,40,0,51.16,0.0
2023-10-23,Display,Contextual_Targeting,6260,19,0,4.58,0.0
2023-10-27,Search,Long_Tail_Queries,853,40,4,88.52,474.13
2023-10-27,Email,Onboarding_Drip,1481,40,1,22.45,37.9
2023-10-27,Display,Contextual_Targeting,9736,26,0,8.59,0.0
2023-10-27,Social,Brand_Awareness_FB,3914,57,2,58.36,298.24
2023-10-30,Email,Onboarding_Drip,1762,49,4,22.03,400.5
2023-10-30,Search,Brand_Keywords,918,49,3,142.0,433.0
2023-10-30,Display,Lookalike_Audience,6757,30,0,10.4,0.0
2023-10-30,Social,Product_Launch_IG,5837,80,3,102.08,188.12
2023-11-03,Search,Competitor_Terms,1207,78,8,210.74,282.43
2023-11-03,Email,Newsletter_Weekly,1958,87,6,44.31,279.58
2023-11-03,Display,Contextual_Targeting,9711,32,0,8.46,0.0
2023-11-03,Social,Retargeting_TikTok,4973,39,0,38.19,0.0
2023-11-06,Display,Lookalike_Audience,10364,49,1,16.07,39.76
2023-11-06,Search,Competitor_Terms,1258,59,10,148.86,1228.73
2023-11-06,Social,Product_Launch_IG,6821,88,2,115.81,235.16
2023-11-06,Email,Newsletter_Weekly,1865,62,7,27.76,388.92
2023-11-10,Social,Brand_Awareness_FB,5166,79,1,81.81,121.67
2023-11-10,Search,Long_Tail_Queries,943,61,3,174.64,166.71
2023-11-10,Display,Contextual_Targeting,14117,41,0,10.01,0.0
2023-11-10,Email,Onboarding_Drip,1824,41,3,21.13,103.9
2023-11-14,Search,Product_Category,1320,72,5,176.89,355.57
2023-11-14,Social,Retargeting_TikTok,5725,85,3,120.53,100.85
2023-11-14,Display,Remarketing_Cart,12974,41,0,14.62,0.0
2023-11-14,Email,Newsletter_Weekly,1899,62,6,28.16,208.42
2023-11-18,Display,Banner_Homepage,9912,40,0,11.39,0.0
2023-11-18,Search,Competitor_Terms,761,67,11,143.54,659.76
2023-11-18,Social,Product_Launch_IG,3506,47,1,61.53,37.99
2023-11-18,Email,Onboarding_Drip,1056,34,1,15.96,129.95
2023-11-22,Search,Long_Tail_Queries,970,85,6,235.46,231.73
2023-11-22,Social,Retargeting_TikTok,6182,63,2,81.67,233.84
2023-11-22,Email,Onboarding_Drip,2343,75,6,30.93,646.83
2023-11-22,Display,Lookalike_Audience,11312,41,0,14.59,0.0
2023-11-25,Email,Onboarding_Drip,1152,50,3,27.05,301.24
2023-11-25,Display,Banner_Homepage,6300,16,0,4.27,0.0
2023-11-25,Search,Competitor_Terms,585,35,3,96.18,168.69
2023-11-25,Social,Product_Launch_IG,4020,56,2,64.41,62.24
2023-11-28,Email,Newsletter_Weekly,2756,63,7,27.69,740.24
2023-11-28,Search,Competitor_Terms,1402,83,5,222.71,233.0
2023-11-28,Social,Influencer_Collab,9133,138,3,135.31,247.87
2023-11-28,Display,Contextual_Targeting,10169,38,0,11.92,0.0
2023-12-02,Social,Influencer_Collab,5624,83,3,119.1,368.22
2023-12-02,Display,Remarketing_Cart,10326,50,0,17.95,0.0
2023-12-02,Email,Promo_Flash_Sale,1923,66,3,31.46,232.21
2023-12-02,Search,Brand_Keywords,756,51,5,115.79,141.29
2023-12-06,Social,Product_Launch_IG,7908,131,3,184.57,446.83
2023-12-06,Email,Promo_Flash_Sale,1725,67,4,37.74,558.63
